web_scraper_order,web_scraper_start_url,title,bid-id,due-date,stage
"1784987501-162","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Workplace Investigation Services","24-918-029","01/12/2024 03:00pm","Award Pending"
"1784987501-163","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Geological, Geotechnical, Hydraulic, and Hydrologic Engineering Support Services","24-925-019","01/03/2024 03:00pm","Award Pending"
"1784987501-164","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Dell CAD Computers","24-204-038","12/22/2023 03:00pm","Awarded"
"1784987501-165","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Integrated Library Software and Online Public Access Catalog","24-956-022","12/22/2023 03:00pm","Award Pending"
"1784987501-166","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Two (2) Above Ground Fuel Storage Tanks & Dispensing Systesms","24-830-017","12/22/2023 03:00pm","Canceled"
"1784987501-167","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","2023 Chrysler Pacifica Touring L AWD","24-071-035","12/20/2023 03:00pm","Awarded"
"1784987501-168","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Road Salt and Sea Salt","24-292-033","12/15/2023 03:00pm","Closed"
"1784987501-169","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Moving Services, and Surplus Collection and Disposal Services","24-961-029","12/08/2023 03:00pm","Award Pending"
"1784987501-170","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Coordinated Entry System","24-952-021","12/04/2023 03:00pm","Awarded"
"1784987501-171","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFI - Electronic Document Management System","24-958-030","11/21/2023 03:00pm","Closed"
"1784987501-172","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Jurisdictional Reorganization Consultant","24-918-024","11/17/2023 03:00pm","Closed"
"1784987501-173","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Panasonic Network Cameras","24-655-018","11/09/2023 03:00pm","Awarded"
"1784987501-174","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Law Enforcement Duty & Safety Gear","24-680-026","11/09/2023 03:00pm","Awarded"
"1784987501-175","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Extreme Networks Switches","24-204-020","11/08/2023 03:00pm","Awarded"
"1784987501-176","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","New & Refurbished Surveying Equipment & Accessories","24-305-025","11/08/2023 03:00pm","Awarded"
"1784987501-177","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP-Environmental Review for the Bridlewood Roundabout Project","24-925-010","11/06/2023 03:00pm","Awarded"
"1784987501-178","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Western El Dorado County Community Wildfire Protection Plan","24-918-013","11/03/2023 03:00pm","Awarded"
"1784987501-179","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Time and Attendance Management System","24-961-015","11/03/2023 03:00pm","Award Pending"
"1784987501-180","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Broadband Design and Engineering Services","24-925-007","10/27/2023 03:00pm","Awarded"
"1784987501-181","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","AMMUNITION","24-680-016","10/25/2023 03:00pm","Awarded"
"1784987501-182","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Two (2) Turn-key Above Ground Fuel Storage Tanks & Dispensing Systems","24-830-017","10/20/2023 03:00pm","Canceled"
"1784987501-183","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Material Testing Support Services","24-926-005","10/12/2023 03:00pm","Awarded"
"1784987501-184","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Maintenance and Repair of Traffic Signals and Associated Equipment","24-939-012","10/11/2023 03:00pm","Awarded"
"1784987501-185","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","2023/24 Hybrid All-Wheel Drive/4 Wheel Drive, Midsize Sport Utility Vehicle, 4-Door","24-071-014","10/04/2023 03:00pm","Awarded"
"1784987501-186","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFI - Public-Private Partnership for Broadband Initiative","24-918-011","09/25/2023 03:00pm","Closed"
"1784987501-187","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-needed Equipment, Truck, and Auto Body Work and Painting Services for the West Slope","24-928-003","09/20/2023 03:00pm","Awarded"
"1784987501-188","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","El Dorado County Water Agency - RFQ - Vendor Pool for Professional Water Resources Technical Services","2023-101","09/13/2023 01:00pm","Closed"
"1784987501-189","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Electronic Helicopter Tug","24-060-009","09/12/2023 03:00pm","Awarded"
"1784987501-190","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Plan Check and Building Inspection Services","23-961-082","09/08/2023 03:00pm","Awarded"
"1784987501-191","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Registered Dietitian Services","23-952-069","09/01/2023 03:00pm","Canceled"
"1784987501-192","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Avaya Communications Equipment","24-725-005","08/22/2023 03:00pm","Closed"
"1784987501-193","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","ITB - Electric Vehicle Supply Equipment Replacement, Maintenance, Billing, and Customer Service","23-918-053","08/18/2023 03:00pm","Awarded"
"1784987501-194","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Structural Engineering Support Services","23-918-079","08/18/2023 03:00pm","Awarded"
"1784987501-195","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Homeless Point-In-Time and Housing Inventory Count Services","23-918-082","08/15/2023 03:00pm","Awarded"
"1784987501-196","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Telecommunications Headset Equipment & Accessories","24-725-001","08/09/2023 03:00pm","Awarded"
"1784987501-197","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Disaster Case Management Program","23-952-078","08/07/2023 03:00pm","Canceled"
"1784987501-198","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Surveying Support Services","23-918-080","08/04/2023 03:00pm","Awarded"
"1784987501-199","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Local Hazard Mitigation Plan","23-990-071","07/21/2023 03:00pm","Awarded"
"1784987501-200","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Ops Core Fast SF Helmets","23-680-082","07/20/2023 03:00pm","Awarded"
"1784987501-201","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Tactical Body Armor and Ballistic Helmets","23-680-081","07/19/2023 03:00pm","Awarded"
"1784987501-202","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Mental Health Service Act Housing Consultant","23-952-070","07/19/2023 03:00pm","Canceled"
"1784987501-203","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Aviation Fuel and Related Services","23-405-064","07/14/2023 03:00pm","Awarded"
"1784987501-204","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Professional Architectural, Engineering, and Construction Management Consulting Services","23-918-072","07/13/2023 03:00pm","Awarded"
"1784987501-205","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Independent Living Program","23-952-073","07/07/2023 03:00pm","Awarded"
"1784987501-206","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Fixed Modulation Internet Protocol Transport Microwave System","23-725-063","07/07/2023 03:00pm","Awarded"
"1784987501-207","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Mobile Food Vendors for Various County Parks","23-393-062","06/30/2023 03:00pm","Awarded"
"1784987501-208","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Veracode Software","23-209-075","06/14/2023 03:00pm","Awarded"
"1784987501-209","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","ERGOTRON SIT-STAND UNITS & ACCESSORIES","23-425-076","06/09/2023 03:00pm","Awarded"
"1784987501-210","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Domestic Violence Shelter Based Program","23-918-061","05/31/2023 03:00pm","Awarded"
"1784987501-211","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","PRINTED BUSINESS & CATALOG ENVELOPES","23-310-068","05/22/2023 03:00pm","Awarded"
"1784987501-212","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","HERBICIDES","23-675-066","05/15/2023 03:00pm","Awarded"
"1784987501-213","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Economic Development Study for County Owned Airports","23-918-054","05/12/2023 03:00pm","Awarded"
"1784987501-214","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","JANITORIAL SUPPLIES","23-485-060","05/10/2023 03:00pm","Award Pending"
"1784987501-215","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Drug Medi-Cal Organized Delivery System - ASAM Level 3.1 and Level 3.5 Services","22-952-042","05/10/2023 01:00pm","Awarded"
"1784987501-216","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Federal Title IV-E Assistance and Administrative Claims","23-946-054","05/05/2023 03:00pm","Awarded"
"1784987501-217","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Land Development Project Services","23-961-044","05/05/2023 03:00pm","Awarded"
"1784987501-218","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Propane - West Slope","23-405-059","04/28/2023 03:00pm","Awarded"
"1784987501-219","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Network Switches and Accessories","23-204-058","04/27/2023 03:00pm","Awarded"
"1784987501-220","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Bobcat R Series T86 Compact Track Loader","23-760-065","04/25/2023 03:00pm","Awarded"
"1784987501-221","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Construction Support Services","23-961-043","04/17/2023 03:00pm","Awarded"
"1784987501-222","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Project Management Services","23-918-050","04/14/2023 03:00pm","Awarded"
"1784987501-223","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Civil Design Support Services","#23-925-040","04/14/2023 03:00pm","Awarded"
"1784987501-224","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - As-Needed Computer-Aided Drafting & Design (CADD)","#23-550-039","04/14/2023 03:00pm","Awarded"
"1784987501-225","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Uniform Rental and Laundry Services","23-200-021","04/10/2023 03:00pm","Canceled"
"1784987501-226","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Polaris General XP 4 1000 Premium Model","23-070-057","04/07/2023 03:00pm","Awarded"
"1784987501-227","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Asset Management Software System","23-209-046","04/07/2023 03:00pm","Awarded"
"1784987501-228","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Project-Based Voucher Program","23-952-029","04/07/2023 03:00pm","Awarded"
"1784987501-229","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Mental Health Services Act (MHSA) Prevention and Early Intervention (PEI) Services","23-952-052","04/03/2023 03:00pm","Awarded"
"1784987501-230","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Temporary/Emergency Lodging Services","23-952-034","03/24/2023 03:00pm","Canceled"
"1784987501-231","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Polaris General XP 4 1000 or Equivalent","23-070-049","03/06/2023 03:00pm","Canceled"
"1784987501-232","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Aggregate Base Materials - West Slope","23-288-048","02/28/2023 03:00pm","Award Pending"
"1784987501-233","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Plant Mix Asphalt Concrete - West Slope","23-288-047","02/27/2023 03:00pm","Award Pending"
"1784987501-234","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Network Switches","23-204-045","02/23/2023 03:20pm","Awarded"
"1784987501-235","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Culverts Pipes and Couplers","23-293-042","02/22/2023 03:00pm","Awarded"
"1784987501-236","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Waterborne Traffic Line Paint","23-630-041","02/13/2023 03:00pm","Award Pending"
"1784987501-237","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Design-Build Services - Recovery, Rehabilitation and Reentry Facility Project","23-906-030","01/31/2023 03:00pm","Awarded"
"1784987501-238","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Tactical Jacket","23-680-037","01/18/2023 03:00pm","Awarded"
"1784987501-239","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Environmental Update and Design Services for the US 50 / Ponderosa Road Interchange Improvements","23-925-027","01/17/2023 03:00pm","Awarded"
"1784987501-240","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Environmental Update and Design Services for the United States Highway 50 / Latrobe Road / El Dorado Hills Boulevard Interchange Improvements","23-925-028","01/17/2023 03:00pm","Awarded"
"1784987501-241","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Software-as-a-Services (SaaS) Grants Management System","23-918-033","01/16/2023 03:00pm","Awarded"
"1784987501-242","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","BALLISTIC VEST","23-680-036","01/09/2023 03:00pm","Award Pending"
"1784987501-243","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Construction Project Management Services - El Dorado County Recovery, Rehabilitation, and Re-Entry Facility (Placerville Jail Expansion)","23-968-022","01/05/2023 03:00pm","Canceled"
"1784987501-244","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Tax Bill Design, Printing, and Processing Services","23-966-020","01/04/2023 03:00pm","Awarded"
"1784987501-245","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","(4) Yamaha WaveRunner FX Cruiser SVHO & (2) Tandem Trailers","23-120-031","12/12/2022 03:00pm","Award Pending"
"1784987501-246","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Grader & Truck Chains, Hooks & Fasteners - East & West Slopes","23-055-025","11/21/2022 03:00pm","Award Pending"
"1784987501-247","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Cutting Edge","23-760-024","11/16/2022 03:00pm","Awarded"
"1784987501-248","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Snow Plowing and Road Sanding Services","22-292-067","11/07/2022 03:00pm","Awarded"
"1784987501-249","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Drug Medi-Cal Organized Delivery System (DMC-ODS) Substance Use Disorder Services (SUDS)","22-952-009","10/31/2022 04:00pm","Closed"
"1784987501-250","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Housing, Community, and Economic Development (HCED) Program Administration","23-918-015","10/28/2022 03:00pm","Awarded"
"1784987501-251","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","High Performance Cold Patch Mix","23-288-016","10/07/2022 03:00pm","Awarded"
"1784987501-252","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFI - Concessionare at Chili Bar","23-961-014","10/07/2022 03:00pm","Closed"
"1784987501-253","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFI - Asset Management System Software","23-918-009","09/30/2022 03:00pm","Closed"
"1784987501-254","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Household Hazardous Waste Services","23-926-008","09/23/2022 03:00pm","Awarded"
"1784987501-255","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Washoe Sand","23-292-003","09/22/2022 03:00pm","Awarded"
"1784987501-256","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","AVAYA IP PHONE J179","23-725-010","09/19/2022 03:00pm","Awarded"
"1784987501-257","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Sign Blanks and Marker Plates","23-801-004","09/07/2022 03:00pm","Awarded"
"1784987501-258","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Food and Beverage Services at the Placerville Library","22-393-060","08/31/2022 03:00pm","Canceled"
"1784987501-259","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Caldor Fire Right-of-Way Tree Removal Services","22-918-068","08/29/2022 03:00pm","Awarded"
"1784987501-260","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Caldor Fire Right-of-Way Hazardous Tree Removal Debris Monitoring","23-958-005","08/26/2022 03:00pm","Awarded"
"1784987501-261","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Zoll AED 3 Automated External Defibrillator and Accessories","23-465-006","08/24/2022 03:00pm","Awarded"
"1784987501-262","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Ammunition - Hornady","23-680-007","08/12/2022 03:00pm","Awarded"
"1784987501-263","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Substance Use - Recovery Residences","22-952-058","08/03/2022 03:00pm","Closed"
"1784987501-264","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Environmental and Engineering Consulting Services for the South Tahoe Greenway - Upper Truckee River Bridge at Johnson Meadow Project","22-925-065","07/29/2022 03:00pm","Awarded"
"1784987501-265","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Code Enforcement Hearing Officer Services","22-918-043","07/19/2022 03:00pm","Awarded"
"1784987501-266","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Insurance Recovery Services","22-918-064","07/13/2022 03:00pm","Awarded"
"1784987501-267","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Landfill Maintenance Services","22-988-063","07/08/2022 03:00pm","Awarded"
"1784987501-268","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Guardrail Materials","22-290-066","07/06/2022 03:00pm","Awarded"
"1784987501-269","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Emergency Medical Services System Evaluation and Strategic Plan","22-918-056","06/30/2022 03:00pm","Awarded"
"1784987501-270","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - General Engineering & Construction Quality Assurance Services for the Union Mine Wastewater Treatment Plant","22-918-052","06/10/2022 03:00pm","Awarded"
"1784987501-271","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","AMMUNITION","22-680-057","06/06/2022 03:00pm","Awarded"
"1784987501-272","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Motorola XPR 7550e Radios","22-725-061","06/03/2022 03:00pm","Awarded"
"1784987501-273","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","22-405-040 Bulk Lubricants","22-405-040","05/13/2022 03:00pm","Awarded"
"1784987501-274","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","22-289-045 Model 332L Signal Controllers","22-289-045","05/12/2022 03:00pm","Awarded"
"1784987501-275","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Hot Applied Asphalt Cracksealer","22-288-038","05/11/2022 03:00pm","Awarded"
"1784987501-276","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Cisco or Extreme Networks - Layer Two Network Switch Equipment","22-204-055","05/06/2022 03:00pm","Awarded"
"1784987501-277","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Family Urgent Response System (FURS) Mobile Response System and Stabilization Team (MRSST) Services","22-918-049","05/02/2022 03:00pm","Awarded"
"1784987501-278","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","FUJITSU DOCUMENT SCANNERS","22-204-051","04/29/2022 03:00pm","Awarded"
"1784987501-279","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Road Surface Treatment Services","22-968-047","04/29/2022 03:00pm","Awarded"
"1784987501-280","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - As-Needed Tree and Brush Removal Services","22-968-044","04/29/2022 03:00pm","Awarded"
"1784987501-281","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Pre-Employment Medical Testing Services","22-961-048","04/29/2022 03:00pm","Canceled"
"1784987501-282","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Substance Use - Recovery Residences","22-952-032","04/25/2022 03:00pm","Canceled"
"1784987501-283","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Drug Medi-Cal Organized Delivery System (Clinically Managed Residential Services for Adults)","22-952-021","04/25/2022 03:00pm","Canceled"
"1784987501-284","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","FUJITSU DOCUMENT SCANNER fi-7160","22-204-046","03/28/2022 03:00pm","Canceled"
"1784987501-285","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Website Redesign and Site Management Services","22-915-037","03/18/2022 03:00pm","Awarded"
"1784987501-286","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Getac F110 G6 Tablets & Docking Stations","22-204-041","03/07/2022 03:00pm","Awarded"
"1784987501-287","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - After-Hours Emergency Telephone Answering Services","22-915-030","03/07/2022 03:00pm","Awarded"
"1784987501-288","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Drug Medi-Cal Organized Delivery System - Clinically Managed Residential Withdrawal Management ASAM Level 3.2 Services","22-952-028","03/07/2022 03:00pm","Canceled"
"1784987501-289","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Office Supplies","21-615-048","03/01/2022 03:00pm","Awarded"
"1784987501-290","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Residential Weatherization Services","22-918-027","02/23/2022 03:00pm","Awarded"
"1784987501-291","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Compact Track Loader","22-760-039","02/22/2022 03:00pm","Awarded"
"1784987501-292","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Special Response Vest with Soft Armor","22-680-036","02/16/2022 03:00pm","Awarded"
"1784987501-293","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Pre-Employment Medical Testing Services","22-961-029","02/07/2022 03:00pm","Canceled"
"1784987501-294","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFQ - Homelessness Outreach, Prevention, Housing Supports & Supportive Services","22-952-033","02/04/2022 03:00pm","Awarded"
"1784987501-295","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Compact Track Loader","22-760-035","01/31/2022 03:00pm","Canceled"
"1784987501-296","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","(4) Yamaha WaveRunners FX Cruiser SVHO & (2) Tandem Trailers","22-120-031","01/21/2022 03:00pm","Closed"
"1784987501-297","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Gardening and Landscape Maintenance Services","22-918-024","01/13/2022 03:00pm","Awarded"
"1784987501-298","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Local Roadway Safety Plan","22-918-016","01/10/2022 03:00pm","Awarded"
"1784987501-299","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Professional Legal Services","22-918-018","12/30/2021 03:00pm","Awarded"
"1784987501-300","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Road Materials Hauling Services","22-961-025","12/27/2021 03:00pm","Canceled"
"1784987501-301","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Yamaha WaveRunner FX Cruiser SVHO or Equivalent & Trailers","22-120-026","12/20/2021 03:00pm","Closed"
"1784987501-302","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Real Estate Broker Services","22-918-012","12/13/2021 03:00pm","Awarded"
"1784987501-303","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Caldor Fire On-Call Survey Services","22-925-019","12/10/2021 03:00pm","Awarded"
"1784987501-304","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Caldor Fire Arborist Services","22-988-015","12/03/2021 03:00pm","Awarded"
"1784987501-305","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Disposable Gloves","22-475-020","11/22/2021 03:00pm","Awarded"
"1784987501-306","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","2021/22 All Wheel Drive, Midsize Sport Utility Vehicle, 4-Door","22-070-023","11/19/2021 03:00pm","Closed"
"1784987501-307","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Tactical body Armor & Ballistic Helmet","22-680-017","11/18/2021 03:00pm","Awarded"
"1784987501-308","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Copper Wire - Black 600 MCM THHN Building Wire","22-287-014","11/11/2021 03:00pm","Awarded"
"1784987501-309","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","RFP - Bike Park Sculpture","21-968-056","11/08/2021 03:00pm","Awarded"
"1784987501-310","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Audit Services for County Ambulance Transportation Contractors","22-946-004","10/15/2021 03:00pm","Canceled"
"1784987501-311","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Equipment / Truck Tires, Tubes, Wheels & Related Products & Services","22-863-008","10/11/2021 03:00pm","Awarded"
"1784987501-312","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","High Performance - Cold Patch Mix - West Slope","22-288-011","10/06/2021 03:00pm","Awarded"
"1784987501-313","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Plant Mix Asphalt Concrete - East Slope","22-745-007","09/30/2021 03:00pm","Awarded"
"1784987501-314","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Airport Consulting Services","22-918-006","09/28/2021 03:00pm","Awarded"
"1784987501-315","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Law Enforcement Duty and Safety Gear","22-680-001","08/23/2021 03:00pm","Awarded"
"1784987501-316","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","""U"" Channel Guide Post, ""U"" Channel Sign Post, Tube Post & Tube Post Anchors","22-570-003","08/23/2021 03:00pm","Awarded"
"1784987501-317","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","OFFSET ROLLER ATTACHMENT","21-760-055","07/21/2021 03:00pm","Awarded"
"1784987501-318","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","TREMCO ROOFING MATERIALS & PRODUCTS","21-770-049","07/19/2021 10:00am","Awarded"
"1784987501-319","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","In-County Adult Residential Facility (ARF) Services","21-952-041","07/01/2021 03:00pm","Awarded"
"1784987501-320","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","PLANTRONICS TELEPHONE HEADSETS","21-725-047","06/22/2021 03:00pm","Awarded"
"1784987501-321","https://pbsystem.planetbids.com/portal/48157/bo/bo-search","Microsoft 365 Migration Services","21-918-040","06/09/2021 03:00pm","Awarded"
